http://en.wikipedia.org/wiki/WWEG,WWEG,Entertainment
http://en.wikipedia.org/wiki/Vitamin_String_Quartet,Vitamin_String_Quartet,Entertainment
http://en.wikipedia.org/wiki/Vidyasagar_Evening_College,Vidyasagar_Evening_College,Education
http://en.wikipedia.org/wiki/University_of_Belgrade_Faculty_of_Philosophy,University_of_Belgrade_Faculty_of_Philosophy,Education
http://en.wikipedia.org/wiki/Today's_Best_Hits,Today's_Best_Hits,Entertainment
http://en.wikipedia.org/wiki/Shaye,Shaye,Entertainment
http://en.wikipedia.org/wiki/Modern_Theatres,Modern_Theatres,Entertainment
http://en.wikipedia.org/wiki/Live_Nation_Entertainment,Live_Nation_Entertainment,Entertainment
http://en.wikipedia.org/wiki/Evile,Evile,Entertainment
http://en.wikipedia.org/wiki/Ellegarden,Ellegarden,Entertainment
http://en.wikipedia.org/wiki/Dragonette,Dragonette,Entertainment
http://en.wikipedia.org/wiki/DR_Congo_women's_national_football_team,DR_Congo_women's_national_football_team,Sports
http://en.wikipedia.org/wiki/Curry_School_of_Education,Curry_School_of_Education,Education
http://en.wikipedia.org/wiki/Cornell_University_School_of_Industrial_and_Labor_Relations,Cornell_University_School_of_Industrial_and_Labor_Relations,Education
http://en.wikipedia.org/wiki/Ange,Ange,Entertainment
http://en.wikipedia.org/wiki/Welsh_Office,Welsh_Office,Public administration
http://en.wikipedia.org/wiki/WRTC-FM,WRTC-FM,Entertainment
http://en.wikipedia.org/wiki/WPEO,WPEO,Entertainment
http://en.wikipedia.org/wiki/WDEK_(AM),WDEK_(AM),Entertainment
http://en.wikipedia.org/wiki/VVA-Podmoskovye_Monino,VVA-Podmoskovye_Monino,Sports
http://en.wikipedia.org/wiki/V_Hits,V_Hits,Entertainment
http://en.wikipedia.org/wiki/Taimyr_Air_Company,Taimyr_Air_Company,Transport
http://en.wikipedia.org/wiki/St._Fintan's_High_School,St._Fintan's_High_School,Education
http://en.wikipedia.org/wiki/Shakey's_V-League,Shakey's_V-League,Sports
http://en.wikipedia.org/wiki/Saint_Mary's_Gaels,Saint_Mary's_Gaels,Sports
http://en.wikipedia.org/wiki/Philadelphia_Tapers,Philadelphia_Tapers,Sports
http://en.wikipedia.org/wiki/Nu_Pagadi,Nu_Pagadi,Entertainment
http://en.wikipedia.org/wiki/Mount_Zion_One_Room_School,Mount_Zion_One_Room_School,Education
http://en.wikipedia.org/wiki/LNFA,LNFA,Sports
http://en.wikipedia.org/wiki/KPNP,KPNP,Entertainment
http://en.wikipedia.org/wiki/1962�C63_Illinois_Fighting_Illini_men's_basketball_team,1962–63_Illinois_Fighting_Illini_men's_basketball_team,Sports
http://en.wikipedia.org/wiki/?urrieq_F.C.,Żurrieq_F.C.,Sports
http://en.wikipedia.org/wiki/West_Virginia_Northern_Community_College,West_Virginia_Northern_Community_College,Education
http://en.wikipedia.org/wiki/The_Latino_Rockabilly_War,The_Latino_Rockabilly_War,Entertainment
http://en.wikipedia.org/wiki/Spectrum_(TV_channel),Spectrum_(TV_channel),Entertainment
http://en.wikipedia.org/wiki/Southern_Illinois_Salukis_football,Southern_Illinois_Salukis_football,Sports
http://en.wikipedia.org/wiki/Saint-Louis_(glass_manufacturer),Saint-Louis_(glass_manufacturer),Trade
http://en.wikipedia.org/wiki/One_O'Clock_Lab_Band,One_O'Clock_Lab_Band,Entertainment
http://en.wikipedia.org/wiki/North_Carolina_Tar_Heels_field_hockey,North_Carolina_Tar_Heels_field_hockey,Sports
http://en.wikipedia.org/wiki/Manado_United,Manado_United,Sports
http://en.wikipedia.org/wiki/KLBF,KLBF,Entertainment
http://en.wikipedia.org/wiki/KCCY,KCCY,Entertainment
http://en.wikipedia.org/wiki/Edinburgh_Eagles_(ice_hockey),Edinburgh_Eagles_(ice_hockey),Sports
http://en.wikipedia.org/wiki/Trinidad_and_Tobago_national_rugby_union_team_(sevens),Trinidad_and_Tobago_national_rugby_union_team_(sevens),Sports
http://en.wikipedia.org/wiki/Soci��t��_Bic,Société_Bic,Trade
http://en.wikipedia.org/wiki/MTM_Records,MTM_Records,Entertainment
http://en.wikipedia.org/wiki/KSUE,KSUE,Entertainment
http://en.wikipedia.org/wiki/Jeannette_Athletic_Club,Jeannette_Athletic_Club,Sports
http://en.wikipedia.org/wiki/Grangenolvin_G.F.C.,Grangenolvin_G.F.C.,Sports
http://en.wikipedia.org/wiki/Benburb_F.C.,Benburb_F.C.,Sports
http://en.wikipedia.org/wiki/1954_Wisconsin_Badgers_football_team,1954_Wisconsin_Badgers_football_team,Sports
http://en.wikipedia.org/wiki/Wera_Tools,Wera_Tools,Trade
http://en.wikipedia.org/wiki/Walmart,Walmart,Trade
http://en.wikipedia.org/wiki/WTCT,WTCT,Entertainment
http://en.wikipedia.org/wiki/United_Western_Recorders,United_Western_Recorders,Entertainment
http://en.wikipedia.org/wiki/Sri_Lanka_Administrative_Service,Sri_Lanka_Administrative_Service,Public administration
http://en.wikipedia.org/wiki/Puget_Sound_Adventist_Academy,Puget_Sound_Adventist_Academy,Education
